truck_id,date,gallons_filled,cost_per_gallon,odometer_reading,fuel_station_id
T-0031,2026-03-17,34.1,4.1,132321,FS-7563
T-0012,2026-03-15,40.5,4.82,95260,FS-4857
T-0008,2026-03-28,67.5,4.74,141705,FS-4139
T-0023,2026-04-01,47.1,4.82,20269,FS-4857
T-0020,2026-03-25,52.9,3.17,275673,FS-1342
T-0045,2026-03-27,69.1,3.2,270686,FS-1330
T-0039,2026-03-22,53.3,4.28,34861,FS-5415
T-0029,2026-03-19,74.2,3.83,16576,FS-9754
T-0024,2026-04-02,60.4,4.77,249374,FS-5195
T-0042,2026-03-15,60.6,4.62,191290,FS-6278
T-0046,2026-03-19,65.5,4.6,197950,FS-4427
T-0039,2026-03-15,77.1,3.57,40466,FS-2989
T-0047,2026-03-24,21.9,4.81,168968,FS-7707
T-0011,2026-03-24,22.8,3.54,281618,FS-3380
T-0021,2026-03-26,14.1,4.58,198490,FS-7805
T-0033,2026-03-16,46.0,4.45,43714,FS-7441
T-0007,2026-03-27,40.2,3.14,299751,FS-8065
T-0041,2026-03-25,61.8,4.84,265057,FS-6370
T-0019,2026-03-19,17.6,3.1,19589,FS-7805
T-0024,2026-03-27,63.1,4.67,147585,FS-3014
T-0011,2026-03-26,33.2,3.78,55971,FS-1946
T-0037,2026-03-31,19.9,4.38,175976,FS-3845
T-0048,2026-03-21,32.3,4.03,129899,FS-5648
T-0005,2026-03-20,60.8,3.63,94518,FS-9234
T-0028,2026-04-01,72.4,3.81,26377,FS-9134
T-0033,2026-03-21,26.1,4.03,106397,FS-1303
T-0027,2026-03-27,55.5,3.31,117515,FS-2503
T-0004,2026-03-19,26.8,4.27,61467,FS-2845
T-0029,2026-04-01,71.3,3.19,77396,FS-3195
T-0039,2026-04-05,20.2,3.99,77779,FS-4643
T-0041,2026-03-15,79.6,3.19,38606,FS-2239
T-0015,2026-03-24,37.0,4.1,36736,FS-1029
T-0031,2026-03-24,29.3,4.25,55913,FS-9419
T-0009,2026-03-17,66.9,3.53,157591,FS-6370
T-0024,2026-03-17,68.1,3.34,144930,FS-8397
T-0007,2026-03-26,64.0,3.54,248405,FS-3520
T-0006,2026-04-05,55.8,4.5,31771,FS-9234
T-0009,2026-03-24,67.8,4.48,70581,FS-8158
T-0036,2026-03-30,28.5,3.39,289040,FS-2989
T-0026,2026-03-21,21.8,3.15,144201,FS-6546
T-0029,2026-03-19,54.7,3.53,222912,FS-6546
T-0030,2026-03-17,12.1,4.74,84424,FS-6017
T-0046,2026-03-20,63.3,4.64,276033,FS-1683
T-0029,2026-03-25,26.0,4.24,241026,FS-3195
T-0032,2026-03-21,78.6,4.03,173489,FS-9062
T-0007,2026-03-31,44.0,3.48,243450,FS-7225
T-0012,2026-03-15,43.1,3.78,112617,FS-7018
T-0032,2026-04-02,75.0,4.4,195341,FS-8844
T-0023,2026-03-22,43.5,3.41,120079,FS-8850
T-0049,2026-04-02,48.9,3.96,147543,FS-9337
T-0048,2026-04-04,52.6,3.95,237682,FS-9754
T-0002,2026-04-04,70.2,3.29,22558,FS-9361
T-0009,2026-03-28,63.9,4.64,227575,FS-3113
T-0001,2026-03-30,47.5,3.2,18975,FS-4297
T-0026,2026-03-25,34.1,3.25,56539,FS-8844
T-0018,2026-03-22,19.7,3.72,260409,FS-5314
T-0049,2026-03-25,19.6,3.72,104321,FS-8397
T-0033,2026-03-21,73.4,3.67,132944,FS-2373
T-0044,2026-03-31,29.3,3.51,67409,FS-6465
T-0027,2026-03-18,60.6,3.14,144788,FS-5648
T-0010,2026-03-29,12.6,4.23,158763,FS-8397
T-0001,2026-03-17,41.7,3.9,20826,FS-1764
T-0042,2026-03-28,55.3,4.67,275510,FS-3016
T-0016,2026-03-30,34.8,4.82,229131,FS-8797
T-0007,2026-03-21,48.9,4.71,252779,FS-9175
T-0034,2026-03-23,22.3,3.59,83068,FS-1175
T-0027,2026-03-29,47.1,4.84,150411,FS-5415
T-0033,2026-04-01,79.8,3.15,90985,FS-9234
T-0003,2026-03-29,12.2,4.54,146990,FS-4733
T-0009,2026-03-25,73.2,3.7,249266,FS-4724
T-0033,2026-03-27,14.4,4.71,58424,FS-5277
T-0006,2026-03-28,53.2,4.43,28911,FS-3657
T-0041,2026-04-04,53.5,3.93,169028,FS-3016
T-0046,2026-03-29,26.5,4.05,283845,FS-3113
T-0040,2026-04-03,14.5,4.03,279354,FS-5608
T-0006,2026-04-02,23.4,3.97,190317,FS-3813
T-0042,2026-03-19,35.3,3.79,209926,FS-9419
T-0007,2026-03-27,31.9,3.16,68326,FS-7636
T-0023,2026-04-02,30.7,4.75,98715,FS-1330
T-0037,2026-03-23,24.8,3.98,162863,FS-8397
T-0030,2026-04-01,41.0,4.54,123866,FS-6482
T-0019,2026-04-03,54.1,4.5,93971,FS-1683
T-0012,2026-03-29,67.6,4.08,81724,FS-6370
T-0034,2026-03-20,20.5,4.74,69490,FS-1672
T-0048,2026-03-27,63.7,3.76,271255,FS-3231
T-0008,2026-03-16,62.5,3.88,57410,FS-9361
T-0042,2026-04-01,43.4,3.45,75286,FS-8397
T-0024,2026-03-20,19.2,3.14,75233,FS-7500
T-0043,2026-03-24,37.5,3.55,19263,FS-9134
T-0010,2026-03-24,73.7,3.84,54690,FS-1303
T-0012,2026-03-28,74.7,3.66,48342,FS-5415
T-0038,2026-03-22,19.6,3.83,199710,FS-6278
T-0045,2026-03-15,71.4,4.45,147173,FS-5602
T-0041,2026-03-17,18.7,4.41,185342,FS-7563
T-0014,2026-03-21,21.8,3.66,179383,FS-1330
T-0039,2026-03-23,44.1,4.52,116664,FS-7636
T-0044,2026-03-25,58.8,3.13,20503,FS-3443
T-0041,2026-04-05,52.3,4.14,35348,FS-9337
T-0019,2026-03-19,12.5,4.76,273617,FS-6017
T-0029,2026-03-17,52.1,4.69,69944,FS-6546
T-0024,2026-03-17,59.1,3.65,202628,FS-6278
T-0039,2026-03-23,40.7,3.8,242594,FS-1892
T-0035,2026-03-19,61.8,4.69,127362,FS-1582
T-0025,2026-03-15,60.9,4.02,65336,FS-3520
T-0029,2026-03-26,34.1,4.6,218416,FS-2373
T-0022,2026-04-01,41.9,4.02,140076,FS-6318
T-0034,2026-03-22,50.7,3.22,106626,FS-8797
T-0012,2026-03-25,30.9,3.56,177725,FS-1175
T-0049,2026-03-23,45.1,3.11,159638,FS-1764
T-0037,2026-03-15,68.5,4.74,40405,FS-8969
T-0035,2026-03-27,46.1,3.82,204672,FS-1303
T-0011,2026-03-28,64.3,4.41,101764,FS-9019
T-0011,2026-03-15,79.0,3.64,36214,FS-5415
T-0040,2026-03-23,50.3,3.35,199383,FS-5608
T-0050,2026-03-21,78.7,3.16,90333,FS-7027
T-0033,2026-03-17,39.3,3.9,288745,FS-9385
T-0026,2026-03-17,38.3,4.17,269879,FS-5648
T-0033,2026-03-28,44.3,4.11,139175,FS-2503
T-0049,2026-03-26,29.8,3.52,15459,FS-2503
T-0044,2026-03-19,30.7,4.77,205611,FS-4724
T-0019,2026-04-05,71.8,3.78,91819,FS-9134
T-0042,2026-03-17,17.4,4.66,190737,FS-1175
T-0012,2026-03-22,34.8,3.91,215913,FS-1303
T-0012,2026-03-16,53.7,4.76,19506,FS-9234
T-0042,2026-03-23,24.7,4.33,204210,FS-4724
T-0001,2026-04-02,59.5,4.09,263449,FS-3174
T-0006,2026-04-04,22.3,4.79,226617,FS-2033
T-0014,2026-03-31,31.7,4.03,223159,FS-9062
T-0028,2026-03-31,72.8,4.21,194256,FS-8844
T-0003,2026-03-21,47.8,3.14,288345,FS-4427
T-0036,2026-03-19,51.8,3.33,191667,FS-1892
T-0020,2026-03-20,72.4,4.67,192701,FS-2239
T-0027,2026-04-04,15.9,4.26,164192,FS-1394
T-0012,2026-03-19,57.6,4.44,35253,FS-8065
T-0026,2026-03-16,60.7,3.62,143187,FS-5602
T-0042,2026-03-23,11.2,3.65,293441,FS-5195
T-0019,2026-03-28,37.6,4.69,18429,FS-7018
T-0023,2026-03-24,32.9,4.59,204244,FS-5195
T-0022,2026-03-17,71.3,4.04,226136,FS-5314
T-0044,2026-04-03,42.3,4.48,172260,FS-9234
T-0014,2026-04-05,28.0,4.69,70326,FS-1303
T-0026,2026-04-01,62.3,4.85,233287,FS-8844
T-0046,2026-04-03,31.9,4.29,45398,FS-1240
T-0027,2026-03-22,22.6,3.7,184432,FS-5608
T-0028,2026-04-05,31.3,3.75,265072,FS-6535
T-0023,2026-03-17,31.1,3.93,277651,FS-3016
T-0047,2026-03-22,53.1,3.84,83995,FS-7027
T-0023,2026-03-31,25.5,4.65,295739,FS-9337
T-0020,2026-03-26,69.6,4.63,126707,FS-3113
T-0006,2026-03-28,74.7,4.28,260458,FS-5314
T-0035,2026-04-04,14.4,3.68,28614,FS-4733
T-0044,2026-03-27,61.4,3.76,202172,FS-2841
T-0027,2026-03-26,50.3,4.19,199449,FS-9234
T-0010,2026-04-02,19.4,3.49,287377,FS-3813
T-0036,2026-03-29,16.7,3.98,267941,FS-8158
T-0033,2026-03-21,71.0,4.25,224361,FS-9175
T-0039,2026-03-17,40.3,4.47,202165,FS-1849
T-0010,2026-04-04,28.0,3.93,103696,FS-3014
T-0033,2026-03-24,61.5,4.75,129323,FS-9519
T-0026,2026-03-30,30.6,4.63,107583,FS-8170
T-0006,2026-04-04,70.0,4.6,189746,FS-9062
T-0030,2026-03-27,73.8,3.37,117237,FS-1683
T-0002,2026-04-01,51.4,3.43,191008,FS-1303
T-0030,2026-03-29,56.7,3.2,171482,FS-4857
T-0010,2026-03-28,50.3,4.6,126628,FS-9062
T-0050,2026-04-02,15.9,3.96,259766,FS-1582
T-0011,2026-04-05,61.4,3.28,52448,FS-1330
T-0001,2026-03-27,11.9,3.58,206703,FS-1672
T-0050,2026-03-15,78.6,3.11,128291,FS-2939
T-0036,2026-04-05,68.8,4.51,164553,FS-7018
T-0048,2026-03-28,42.3,4.42,259749,FS-5602
T-0016,2026-03-21,34.3,4.34,182812,FS-6482
T-0048,2026-04-05,39.6,4.31,164150,FS-1175
T-0014,2026-03-29,18.1,3.86,49042,FS-7441
T-0001,2026-03-17,46.5,3.22,135416,FS-5203
T-0036,2026-04-02,53.2,3.94,183074,FS-9385
T-0014,2026-03-25,32.0,4.13,189171,FS-8969
T-0019,2026-03-29,67.5,4.33,108951,FS-1683
T-0018,2026-04-03,27.6,4.52,164937,FS-8397
T-0047,2026-03-24,20.4,4.54,148121,FS-4857
T-0004,2026-03-15,40.5,4.45,276321,FS-1303
T-0046,2026-03-16,26.7,3.83,30716,FS-2359
T-0029,2026-03-29,11.1,3.99,147368,FS-9519
T-0010,2026-03-27,50.7,4.75,274388,FS-1303
T-0004,2026-04-04,40.2,3.74,189197,FS-1175
T-0044,2026-03-19,34.0,3.15,139362,FS-2503
T-0009,2026-03-19,31.5,3.35,70952,FS-7441
T-0005,2026-03-24,19.6,3.81,33582,FS-6181
T-0006,2026-03-16,71.0,4.78,71791,FS-7018
T-0023,2026-03-18,53.4,4.31,217115,FS-5602
T-0041,2026-04-01,28.5,4.65,132619,FS-5424
T-0001,2026-04-01,56.7,3.51,50986,FS-6383
T-0034,2026-03-25,13.2,4.14,108642,FS-1307
T-0039,2026-03-17,42.1,4.79,275339,FS-8969
T-0012,2026-03-24,10.5,3.99,168511,FS-3845
T-0044,2026-03-22,25.2,3.66,180267,FS-5314
T-0022,2026-03-17,48.4,3.67,247025,FS-7047
T-0020,2026-03-31,48.1,3.24,237963,FS-6383
T-0041,2026-03-20,15.6,4.31,245364,FS-7692
T-0027,2026-03-15,19.9,3.89,181878,FS-9754
T-0008,2026-04-05,44.0,4.12,212132,FS-8844
T-0041,2026-03-16,73.3,3.36,263141,FS-6318
T-0041,2026-03-30,60.3,3.43,27603,FS-7196
T-0048,2026-04-05,18.3,4.36,223188,FS-1672
T-0050,2026-03-26,27.1,3.47,35376,FS-7707
T-0040,2026-03-19,13.1,4.15,76205,FS-5203
T-0046,2026-04-03,67.8,3.53,290058,FS-1330
T-0018,2026-03-21,11.0,4.64,111476,FS-6383
T-0008,2026-03-24,13.1,4.53,237189,FS-1672
T-0033,2026-03-21,66.8,3.33,201410,FS-8550
T-0027,2026-04-01,19.6,4.42,109142,FS-4857
T-0029,2026-04-04,62.7,3.65,136381,FS-6318
T-0025,2026-03-21,77.0,4.28,166971,FS-7196
T-0041,2026-03-20,39.2,3.91,255227,FS-9385
T-0030,2026-04-01,48.4,4.4,120774,FS-4643
T-0016,2026-03-20,26.3,4.32,297991,FS-1394
T-0017,2026-04-04,43.7,3.55,293283,FS-1394
T-0014,2026-03-17,23.8,4.15,218775,FS-9134
T-0034,2026-03-31,55.2,4.01,271232,FS-9519
T-0028,2026-03-15,27.5,4.12,123497,FS-1029
T-0033,2026-04-04,76.6,4.69,183814,FS-9754
T-0035,2026-04-03,34.1,3.19,237968,FS-9519
T-0038,2026-04-01,59.5,3.54,113199,FS-2503
T-0041,2026-03-18,23.4,4.62,238581,FS-5203
T-0049,2026-03-16,16.4,3.94,269074,FS-1029
T-0029,2026-03-25,72.8,4.76,195536,FS-1029
T-0038,2026-03-31,21.4,4.38,204131,FS-3231
T-0019,2026-03-20,61.0,3.87,110018,FS-4139
T-0008,2026-03-17,76.1,3.22,73938,FS-8158
T-0025,2026-03-29,17.9,4.12,182829,FS-3014
T-0027,2026-03-30,56.7,4.23,58812,FS-5424
T-0034,2026-03-20,27.7,3.67,71082,FS-5415
T-0035,2026-04-03,71.2,3.7,252850,FS-6546
T-0009,2026-03-26,42.0,4.49,217334,FS-1330
T-0034,2026-03-18,51.6,3.51,48462,FS-1303
T-0012,2026-03-19,38.4,3.25,110042,FS-8571
T-0030,2026-03-28,64.5,4.46,56520,FS-9175
T-0030,2026-03-24,50.4,3.14,66282,FS-6546
T-0020,2026-03-25,52.3,4.78,238505,FS-7027
T-0026,2026-03-22,40.5,4.23,195882,FS-9062
T-0042,2026-03-19,64.7,3.74,243800,FS-2033
T-0008,2026-03-20,18.2,4.53,159164,FS-3195
T-0002,2026-03-29,58.4,4.17,226329,FS-1394
T-0003,2026-04-01,63.6,4.75,104090,FS-8170
T-0005,2026-03-16,21.7,4.16,237299,FS-2841
T-0020,2026-04-05,51.3,4.09,127613,FS-1582
T-0043,2026-03-26,53.5,3.38,166768,FS-5424
T-0046,2026-03-27,56.0,3.97,89580,FS-7047
T-0044,2026-03-27,74.2,3.31,290298,FS-6278
T-0048,2026-03-19,56.3,4.73,199421,FS-1849
T-0028,2026-03-31,69.6,4.36,222851,FS-7500
T-0005,2026-03-25,41.6,3.87,161122,FS-5613
T-0015,2026-04-05,19.9,3.99,191068,FS-1892
T-0036,2026-03-27,10.2,4.47,168879,FS-4643
T-0038,2026-03-18,19.1,3.63,156103,FS-3113
T-0027,2026-03-28,52.9,3.6,63711,FS-6482
T-0049,2026-03-31,72.1,3.72,29901,FS-2373
T-0046,2026-03-19,60.5,3.99,286381,FS-8797
T-0006,2026-03-29,72.0,4.12,164408,FS-4857
T-0033,2026-03-29,69.8,4.37,102162,FS-7225
T-0047,2026-04-01,17.1,3.52,107849,FS-5195
T-0004,2026-03-22,44.0,4.09,297232,FS-1342
T-0020,2026-03-18,36.4,3.21,103532,FS-2989
T-0015,2026-04-05,61.6,4.66,177328,FS-1683
T-0013,2026-03-27,48.5,3.23,173175,FS-4724
T-0004,2026-03-22,56.2,3.42,252033,FS-2239
T-0036,2026-04-04,53.0,4.49,204709,FS-6482
T-0007,2026-03-28,78.8,3.78,92327,FS-6370
T-0022,2026-03-24,70.9,4.62,227415,FS-7018
T-0026,2026-03-16,44.8,3.31,189645,FS-6535
T-0016,2026-04-05,35.7,4.01,183284,FS-1175
T-0012,2026-04-05,26.0,4.64,64770,FS-8550
T-0023,2026-03-18,71.6,4.81,86228,FS-9385
T-0032,2026-03-20,18.4,3.2,99641,FS-8550
T-0028,2026-03-31,42.2,3.33,221289,FS-8969
T-0034,2026-03-24,68.4,4.38,279821,FS-4724
T-0018,2026-04-01,57.0,4.14,290083,FS-8571
T-0008,2026-04-04,47.8,3.65,278938,FS-3195
T-0021,2026-03-27,62.6,3.5,260929,FS-8969
T-0019,2026-03-21,78.5,3.81,262627,FS-3813
T-0017,2026-03-27,54.4,3.62,150534,FS-7500
T-0011,2026-04-02,45.0,3.91,271650,FS-3813
T-0014,2026-04-01,43.6,3.92,218138,FS-9457
T-0007,2026-03-24,41.9,4.51,48473,FS-7225
T-0020,2026-03-31,62.3,3.48,143595,FS-6546
T-0014,2026-03-27,57.1,3.52,189916,FS-9419
T-0004,2026-03-28,29.5,3.63,179239,FS-9134
T-0026,2026-03-16,78.3,3.11,297383,FS-7636
T-0004,2026-04-03,72.1,3.14,156325,FS-8850
T-0040,2026-03-24,27.7,3.35,112647,FS-3014
T-0007,2026-03-16,66.4,3.67,209612,FS-8571
T-0035,2026-03-20,78.8,4.63,164344,FS-9175
T-0036,2026-04-03,52.8,4.06,93261,FS-9519
T-0022,2026-04-05,19.1,3.33,180327,FS-7805
T-0039,2026-03-20,58.6,3.22,69833,FS-1029
T-0029,2026-03-23,76.5,3.62,120515,FS-9457
T-0015,2026-03-18,76.9,4.42,62052,FS-2239
T-0008,2026-03-29,80.0,4.12,22707,FS-1892
T-0022,2026-03-24,59.1,4.75,112351,FS-8571
T-0048,2026-03-27,49.6,3.18,61036,FS-6546
T-0014,2026-03-19,64.3,4.15,122083,FS-5415
T-0035,2026-03-21,21.6,4.13,81339,FS-9670
T-0007,2026-03-15,42.0,4.74,53556,FS-1672
T-0006,2026-03-24,41.5,3.56,271888,FS-8550
T-0027,2026-03-25,71.2,3.39,289114,FS-9175
T-0035,2026-04-01,61.3,4.84,161454,FS-6370
T-0005,2026-03-20,19.1,4.17,153534,FS-4297
T-0037,2026-03-19,57.9,3.39,241207,FS-1892
T-0037,2026-03-16,21.4,4.2,191275,FS-1240
T-0037,2026-03-29,22.0,4.84,91392,FS-9019
T-0049,2026-03-27,33.9,4.34,149275,FS-4427
T-0019,2026-03-24,29.2,4.42,190570,FS-4139
T-0019,2026-03-19,42.1,3.62,88740,FS-8850
T-0027,2026-03-15,53.3,4.04,72468,FS-8969
T-0041,2026-03-17,24.5,4.55,298387,FS-4427
T-0030,2026-03-17,21.0,3.84,293373,FS-7805
T-0010,2026-03-17,15.4,3.87,274086,FS-3014
T-0014,2026-04-03,18.3,3.65,161679,FS-3813
T-0035,2026-04-04,18.8,3.63,243334,FS-8844
T-0022,2026-03-24,23.8,3.32,194781,FS-3174
T-0043,2026-03-20,46.8,4.24,111904,FS-6278
T-0002,2026-03-24,37.0,4.32,148422,FS-9361
T-0003,2026-03-25,31.0,4.24,187931,FS-2503
T-0009,2026-03-23,20.1,4.79,89676,FS-6535
T-0049,2026-03-15,51.8,3.26,32634,FS-9361
T-0002,2026-03-17,50.5,3.8,203251,FS-5602
T-0044,2026-04-01,75.9,3.69,35832,FS-3443
T-0017,2026-03-24,64.2,4.72,232626,FS-4139
T-0003,2026-03-23,75.5,4.54,107853,FS-5613
T-0030,2026-03-30,68.1,3.66,143287,FS-5424
T-0049,2026-03-30,22.0,4.23,238703,FS-1849
T-0044,2026-03-25,13.9,4.39,124062,FS-1307
T-0048,2026-03-20,36.9,3.6,232546,FS-6546
T-0006,2026-03-21,51.9,4.53,199814,FS-1582
T-0050,2026-04-04,32.0,4.68,246307,FS-2841
T-0045,2026-03-24,74.7,4.04,112700,FS-2503
T-0041,2026-03-31,67.6,3.28,258107,FS-3014
T-0034,2026-03-30,14.6,3.98,54795,FS-6465
T-0026,2026-03-26,14.1,4.07,237537,FS-8797
T-0023,2026-03-28,44.1,4.27,166162,FS-6383
T-0004,2026-04-03,63.7,3.75,249093,FS-6482
T-0036,2026-04-03,60.3,4.42,256262,FS-3380
T-0011,2026-03-19,71.5,4.75,141621,FS-6181
T-0004,2026-03-29,19.3,4.01,32544,FS-9019
T-0017,2026-03-18,40.9,4.05,38431,FS-7196
T-0030,2026-04-01,29.2,4.54,44790,FS-9385
T-0041,2026-03-19,50.0,4.29,261484,FS-8397
T-0046,2026-04-02,14.2,4.06,80763,FS-5602
T-0018,2026-03-30,33.0,3.11,104806,FS-5277
T-0045,2026-03-26,43.5,4.63,226163,FS-6017
T-0007,2026-03-15,52.7,3.46,212209,FS-5602
T-0014,2026-03-27,30.7,4.31,223595,FS-4427
T-0007,2026-03-21,68.0,3.93,181450,FS-2359
T-0005,2026-03-28,54.9,3.89,46276,FS-5195
T-0041,2026-03-25,25.3,4.06,168065,FS-2033
T-0022,2026-03-29,41.7,3.4,280516,FS-1240
T-0012,2026-03-17,37.1,3.97,177847,FS-1394
T-0045,2026-03-22,10.6,3.27,196291,FS-7047
T-0043,2026-03-15,35.1,3.28,159603,FS-6017
T-0038,2026-04-04,33.1,3.36,159488,FS-3845
T-0023,2026-03-27,30.4,4.13,283649,FS-5415
T-0044,2026-03-29,43.3,4.32,132910,FS-8065
T-0050,2026-03-29,16.9,3.15,199350,FS-4643
T-0048,2026-04-01,78.0,3.23,259916,FS-2239
T-0040,2026-03-24,73.5,3.95,254921,FS-9361
T-0004,2026-03-30,52.0,3.12,296551,FS-3231
T-0017,2026-03-16,48.4,4.79,215532,FS-5613
T-0041,2026-04-05,73.8,3.9,202589,FS-7196
T-0017,2026-03-20,45.3,3.22,25457,FS-1764
T-0050,2026-03-15,24.6,3.87,157528,FS-1683
T-0040,2026-03-26,41.5,3.56,184165,FS-7196
T-0024,2026-03-15,66.4,4.43,270212,FS-3174
T-0043,2026-03-30,62.9,3.89,38004,FS-7500
T-0039,2026-03-27,12.3,4.61,255663,FS-2939
T-0025,2026-03-21,20.6,4.57,195968,FS-4857
T-0045,2026-03-18,78.6,4.44,56347,FS-1330
T-0011,2026-03-17,45.0,4.45,219758,FS-1175
T-0001,2026-03-18,49.4,4.78,237300,FS-2841
T-0016,2026-03-15,75.6,3.96,55292,FS-1394
T-0041,2026-03-21,56.2,4.57,289373,FS-3813
T-0003,2026-03-15,40.4,3.66,169138,FS-2503
T-0031,2026-04-04,51.1,4.33,254675,FS-6278
T-0037,2026-04-02,75.7,4.45,25523,FS-6017
T-0002,2026-03-17,74.1,3.48,106454,FS-8170
T-0024,2026-03-18,12.2,4.35,32735,FS-9457
T-0029,2026-03-25,19.2,4.4,135595,FS-4427
T-0004,2026-04-05,20.7,3.52,132286,FS-6383
T-0023,2026-03-30,36.2,4.34,159975,FS-9134
T-0003,2026-03-22,36.7,3.63,96965,FS-5314
T-0008,2026-03-24,78.0,3.4,95918,FS-6278
T-0029,2026-03-21,30.2,3.8,210079,FS-3520
T-0008,2026-03-16,25.1,3.48,227154,FS-6017
T-0026,2026-03-24,79.8,4.02,254408,FS-1946
T-0025,2026-03-17,69.6,3.65,227091,FS-2989
T-0025,2026-04-05,19.4,3.17,37569,FS-2939
T-0045,2026-03-17,66.2,3.62,48645,FS-3520
T-0037,2026-03-29,20.0,3.38,111620,FS-8969
T-0032,2026-04-05,59.0,4.07,170434,FS-8844
T-0004,2026-03-30,49.6,4.66,132496,FS-9019
T-0010,2026-03-27,39.5,4.27,230023,FS-1764
T-0035,2026-03-21,11.1,3.17,290037,FS-5314
T-0009,2026-03-19,24.5,4.27,204821,FS-6017
T-0014,2026-04-05,32.8,4.59,132480,FS-9088
T-0049,2026-03-20,63.2,3.56,108632,FS-6318
T-0043,2026-03-23,31.2,4.73,36753,FS-3657
T-0033,2026-03-30,70.6,3.88,207614,FS-5648
T-0019,2026-03-20,46.1,4.14,24861,FS-2359
T-0020,2026-04-02,38.6,3.63,16509,FS-1849
T-0048,2026-03-31,25.6,4.2,114586,FS-3014
T-0017,2026-04-03,54.6,4.06,139397,FS-3016
T-0036,2026-03-29,29.1,4.27,180619,FS-9234
T-0043,2026-03-29,14.5,3.78,183380,FS-8844
T-0016,2026-03-17,26.7,4.75,124086,FS-7196
T-0029,2026-04-01,16.1,4.85,63107,FS-4297
T-0020,2026-03-28,10.4,4.04,109696,FS-5277
T-0029,2026-04-01,35.9,3.65,148240,FS-1240
T-0033,2026-04-04,56.3,4.32,89441,FS-7563
T-0003,2026-04-04,22.8,3.45,220714,FS-5415
T-0046,2026-04-04,15.8,3.77,296855,FS-8158
T-0046,2026-03-19,74.5,3.63,115747,FS-9670
T-0039,2026-04-01,19.2,4.64,56131,FS-8397
T-0013,2026-03-26,54.5,3.55,200401,FS-5608
T-0038,2026-03-16,70.8,4.31,250957,FS-3016
T-0020,2026-03-17,42.9,3.4,147501,FS-9385
T-0039,2026-04-03,24.9,4.73,183529,FS-7636
T-0004,2026-03-26,32.7,3.48,67205,FS-1582
T-0007,2026-03-20,68.8,3.59,296291,FS-6535
T-0048,2026-03-16,71.5,3.32,288449,FS-4427
T-0047,2026-03-26,26.0,3.11,138292,FS-7500
T-0008,2026-04-03,45.4,3.61,155993,FS-1307
T-0038,2026-03-23,23.5,3.89,183123,FS-4139
T-0020,2026-04-04,48.5,3.12,228034,FS-7692
T-0020,2026-03-27,79.1,3.45,38302,FS-1240
T-0046,2026-03-24,77.1,4.17,106277,FS-2989
T-0008,2026-03-24,67.1,3.65,275161,FS-1029
T-0015,2026-03-16,79.8,4.84,191456,FS-8850
T-0023,2026-04-04,10.3,3.6,224282,FS-1849
T-0009,2026-03-19,33.0,4.81,281819,FS-2845
T-0039,2026-03-15,27.9,3.82,102359,FS-6482
T-0040,2026-03-17,70.7,4.49,295828,FS-4297
T-0046,2026-03-30,12.5,3.65,217838,FS-5648
T-0037,2026-03-19,42.1,3.22,78808,FS-9519
T-0018,2026-03-19,70.7,3.33,17076,FS-3657
T-0034,2026-04-01,45.8,4.21,65771,FS-3443
T-0019,2026-03-26,11.6,4.22,260258,FS-8065
T-0010,2026-03-16,20.5,4.61,42129,FS-5424
T-0039,2026-03-26,11.1,3.8,190521,FS-5602
T-0014,2026-03-20,18.2,3.53,259002,FS-9062
T-0045,2026-03-22,60.1,4.7,207303,FS-9670
T-0011,2026-03-15,15.6,4.39,252892,FS-2373
T-0017,2026-04-03,25.3,3.64,233194,FS-6318
T-0034,2026-03-28,21.8,4.45,72080,FS-9670
T-0048,2026-04-02,45.6,4.17,182427,FS-9337
T-0017,2026-04-02,72.2,3.25,158294,FS-4857
T-0007,2026-03-17,29.8,4.44,66311,FS-6318
T-0037,2026-03-20,75.0,3.3,135485,FS-4297
T-0022,2026-04-03,66.5,3.74,257129,FS-1240
T-0025,2026-03-30,56.0,3.27,62841,FS-2845
T-0034,2026-03-31,31.6,3.44,163046,FS-4427
T-0022,2026-03-22,65.3,3.25,101661,FS-2239
T-0015,2026-04-01,46.2,3.37,91097,FS-9519
T-0023,2026-03-15,33.6,3.4,208130,FS-9175
T-0006,2026-03-15,47.9,3.35,231012,FS-9175
T-0040,2026-03-17,22.0,3.26,18756,FS-2841
T-0013,2026-03-27,23.1,3.96,153489,FS-9337
T-0043,2026-03-26,27.4,3.63,283610,FS-1672
T-0043,2026-03-18,31.8,3.56,101275,FS-6482
T-0015,2026-04-02,24.9,3.36,99257,FS-3813
T-0050,2026-04-01,34.9,4.01,251505,FS-9361
T-0031,2026-03-16,10.3,4.6,180308,FS-7692
T-0031,2026-03-24,12.7,4.52,258241,FS-3231
T-0015,2026-03-24,56.0,4.65,76171,FS-6370
T-0025,2026-03-18,72.5,3.61,133732,FS-4427
T-0005,2026-03-25,36.9,4.08,104611,FS-8065
T-0036,2026-03-24,26.7,3.17,203917,FS-3174
T-0015,2026-04-03,10.1,4.7,61348,FS-1342
T-0045,2026-03-19,79.1,4.63,131472,FS-3813
T-0023,2026-04-01,25.9,3.18,168627,FS-1683
T-0027,2026-03-20,21.2,3.52,69441,FS-4297
T-0047,2026-03-28,28.4,3.6,154516,FS-5648
T-0020,2026-03-21,19.1,3.44,38691,FS-7636
